,0,1,2,3,4,5,6,7,8,9,10,11
3274,BC:6A:29:BE:31:57_-80,6C:EC:EB:1F:F4:46_-96,BC:6A:29:BE:31:57_-80,BC:6A:29:BE:2F:23_-75,6C:EC:EB:1F:FD:83_-80,,,,,,,
3275,7C:66:9D:7B:29:FB_-75,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FB_-82,BC:6A:29:BE:31:57_-72,,,,,,,,
3276,6C:EC:EB:1F:F6:15_-86,BC:6A:29:BE:2F:23_-71,7C:66:9D:7B:29:FA_-87,6C:EC:EB:1F:F4:46_-87,7C:66:9D:7B:2B:90_-83,6C:EC:EB:1F:FB:96_-88,7C:66:9D:7B:2B:9F_-75,6C:EC:EB:1F:F4:46_-88,6C:EC:EB:1F:FD:9B_-86,,,
3277,6C:EC:EB:1F:F4:46_-83,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F6:55_-79,,,,,,,,,
3278,6C:EC:EB:1F:F6:65_-83,BC:6A:29:BE:2F:23_-87,6C:EC:EB:1F:F6:26_-99,6C:EC:EB:1F:F6:65_-84,,,,,,,,
3279,6C:EC:EB:1F:F6:26_-86,6C:EC:EB:1F:F4:46_-80,7C:66:9D:7B:2B:9F_-68,,,,,,,,,
3280,BC:6A:29:BE:2F:23_-86,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:FD:83_-83,,,,,,,,,
3281,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:FD:83_-78,,,,,,,,,,
3282,6C:EC:EB:1F:F6:55_-72,7C:66:9D:7B:29:FB_-65,6C:EC:EB:1F:F6:26_-76,7C:66:9D:7B:29:FB_-66,BC:6A:29:BE:31:57_-61,,,,,,,
3283,7C:66:9D:7B:2B:9F_-72,6C:EC:EB:1F:F4:46_-78,7C:66:9D:7B:2B:9F_-72,,,,,,,,,
3284,7C:66:9D:7B:29:FB_-73,BC:6A:29:BE:2F:76_-83,,,,,,,,,,
3285,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:F4:74_-60,BC:6A:29:BE:2F:23_-83,,,,,,,,
3286,6C:EC:EB:1F:F6:76_-75,BC:6A:29:BE:2F:23_-83,,,,,,,,,,
3287,6C:EC:EB:1F:FD:83_-84,7C:66:9D:7B:2B:9F_-66,7C:66:9D:7B:29:FB_-90,6C:EC:EB:1F:F6:65_-91,BC:6A:29:BE:2F:23_-86,7C:66:9D:7B:2B:9F_-66,6C:EC:EB:1F:F6:26_-86,,,,,
3288,,,,,,,,,,,,
3289,BC:6A:29:BE:2F:23_-69,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F4:46_-84,,,,,,,,,
3290,6C:EC:EB:1F:F6:65_-60,6C:EC:EB:1F:FD:83_-64,BC:6A:29:BE:2F:23_-78,6C:EC:EB:1F:F4:74_-82,6C:EC:EB:1F:F6:24_-90,6C:EC:EB:1F:F6:65_-60,,,,,,
3291,BC:6A:29:BE:2F:76_-62,BC:6A:29:BE:2F:76_-62,7C:66:9D:7B:29:FA_-78,7C:66:9D:7B:29:FA_-80,,,,,,,,
3292,BC:6A:29:BE:2F:23_-77,6C:EC:EB:1F:F6:65_-65,BC:6A:29:BE:2F:23_-77,6C:EC:EB:1F:F6:26_-78,,,,,,,,
3293,,,,,,,,,,,,
3294,BC:6A:29:BE:2F:23_-70,6C:EC:EB:1F:F4:46_-79,,,,,,,,,,
3295,7C:66:9D:7B:2D:4A_-65,7C:66:9D:7B:29:FA_-71,BC:6A:29:BE:2F:76_-60,BC:6A:29:BE:2F:76_-60,,,,,,,,
3296,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F4:46_-70,6C:EC:EB:1F:F4:46_-70,,,,,,,,,
3297,6C:EC:EB:1F:F4:46_-81,6C:EC:EB:1F:F6:26_-83,6C:EC:EB:1F:FD:83_-71,,,,,,,,,
3298,7C:66:9D:7B:29:FB_-69,7C:66:9D:7B:2B:9F_-81,BC:6A:29:BE:2F:23_-64,,,,,,,,,
3299,,,,,,,,,,,,
3300,7C:66:9D:7B:2B:90_-68,,,,,,,,,,,
3301,7C:66:9D:7B:2B:9F_-79,BC:6A:29:BE:2F:23_-86,7C:66:9D:7B:2B:9F_-80,,,,,,,,,
3302,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F6:76_-82,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F6:76_-82,,,,,,,
3303,6C:EC:EB:1F:F4:46_-76,6C:EC:EB:1F:F4:74_-77,BC:6A:29:BE:2F:23_-71,6C:EC:EB:1F:FD:83_-68,6C:EC:EB:1F:F6:26_-74,,,,,,,
3304,BC:6A:29:BE:2F:23_-76,6C:EC:EB:1F:F4:46_-76,7C:66:9D:7B:2B:9F_-66,,,,,,,,,
3305,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:F4:46_-78,7C:66:9D:7B:2B:90_-80,,,,,,,,,
3306,BC:6A:29:BE:2F:76_-84,,,,,,,,,,,
3307,7C:66:9D:7B:2B:90_-72,7C:66:9D:7B:29:FA_-73,6C:EC:EB:1F:F6:2D_-94,BC:6A:29:BE:2F:23_-75,,,,,,,,
3308,7C:66:9D:7B:29:FA_-66,,,,,,,,,,,
3309,7C:66:9D:7B:29:FA_-76,7C:66:9D:7B:29:FA_-77,BC:6A:29:BE:2F:76_-74,7C:66:9D:7B:29:FA_-77,,,,,,,,
3310,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-67,6C:EC:EB:1F:F6:24_-80,6C:EC:EB:1F:F6:76_-91,7C:66:9D:7B:29:FB_-73,BC:6A:29:BE:2F:23_-68,6C:EC:EB:1F:F6:24_-79,7C:66:9D:7B:2B:9F_-76,,,,
3311,7C:66:9D:7B:2D:4A_-68,7C:66:9D:7B:29:FA_-64,BC:6A:29:BE:2F:76_-67,7C:66:9D:7B:29:FB_-85,,,,,,,,
3312,6C:EC:EB:1F:F4:46_-78,7C:66:9D:7B:29:FB_-92,6C:EC:EB:1F:F4:74_-78,7C:66:9D:7B:29:FB_-91,6C:EC:EB:1F:F6:26_-83,,,,,,,
3313,7C:66:9D:7B:2D:4A_-62,BC:6A:29:BE:2F:76_-57,,,,,,,,,,
3314,7C:66:9D:7B:29:FA_-68,,,,,,,,,,,
3315,6C:EC:EB:1F:F4:46_-84,6C:EC:EB:1F:F4:74_-62,,,,,,,,,,
3316,,,,,,,,,,,,
3317,7C:66:9D:7B:29:FA_-85,7C:66:9D:7B:29:FA_-86,BC:6A:29:BE:2F:23_-90,7C:66:9D:7B:2B:90_-71,6C:EC:EB:1F:F6:55_-85,,,,,,,
3318,7C:66:9D:7B:2B:9F_-73,7C:66:9D:7B:2B:90_-84,6C:EC:EB:1F:F4:74_-92,7C:66:9D:7B:2B:9F_-72,,,,,,,,
3319,7C:66:9D:7B:2B:90_-78,BC:6A:29:BE:2F:76_-80,BC:6A:29:BE:31:57_-81,BC:6A:29:BE:2F:76_-80,,,,,,,,
3320,7C:66:9D:7B:2B:90_-83,6C:EC:EB:1F:F4:4F_-91,6C:EC:EB:1F:F6:15_-85,6C:EC:EB:1F:F6:24_-84,6C:EC:EB:1F:F6:65_-90,6C:EC:EB:1F:F6:15_-84,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F6:55_-77,7C:66:9D:7B:2B:9F_-76,6C:EC:EB:1F:FD:9B_-86,6C:EC:EB:1F:F6:24_-84
3321,6C:EC:EB:1F:F6:76_-84,BC:6A:29:BE:2F:76_-91,BC:6A:29:BE:31:57_-57,,,,,,,,,
3322,6C:EC:EB:1F:F6:24_-99,6C:EC:EB:1F:FD:83_-83,,,,,,,,,,
3323,7C:66:9D:7B:29:FB_-90,7C:66:9D:7B:2B:90_-81,,,,,,,,,,
3324,6C:EC:EB:1F:F6:26_-86,6C:EC:EB:1F:F6:65_-77,7C:66:9D:7B:2B:9F_-79,,,,,,,,,
3325,6C:EC:EB:1F:F4:74_-75,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F4:46_-74,,,,,,,,,
3326,6C:EC:EB:1F:F6:65_-75,6C:EC:EB:1F:F4:74_-69,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:74_-72,,,,,,,,
3327,7C:66:9D:7B:2D:4A_-74,,,,,,,,,,,
3328,6C:EC:EB:1F:F6:26_-96,BC:6A:29:BE:2F:76_-91,7C:66:9D:7B:29:FB_-85,7C:66:9D:7B:2B:90_-71,7C:66:9D:7B:29:FA_-86,,,,,,,
3329,BC:6A:29:BE:31:57_-75,7C:66:9D:7B:29:FB_-65,7C:66:9D:7B:2B:90_-85,,,,,,,,,
3330,BC:6A:29:BE:31:57_-66,7C:66:9D:7B:2B:90_-66,,,,,,,,,,
3331,6C:EC:EB:1F:F6:15_-93,7C:66:9D:7B:29:FB_-66,6C:EC:EB:1F:F4:4F_-97,BC:6A:29:BE:2F:23_-70,6C:EC:EB:1F:F6:24_-81,6C:EC:EB:1F:F4:4F_-89,7C:66:9D:7B:2B:9F_-76,,,,,
3332,BC:6A:29:BE:31:57_-65,BC:6A:29:BE:2F:76_-66,7C:66:9D:7B:2B:90_-73,,,,,,,,,
3333,7C:66:9D:7B:29:FA_-79,BC:6A:29:BE:2F:76_-73,7C:66:9D:7B:2D:4A_-72,,,,,,,,,
3334,6C:EC:EB:1F:F6:24_-84,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F4:74_-79,,,,,,,,,
3335,BC:6A:29:BE:2F:23_-84,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:F4:74_-61,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:FD:83_-70,,,,,,,
3336,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:29:FB_-73,BC:6A:29:BE:31:57_-56,BC:6A:29:BE:31:57_-56,,,,,,,,
3337,6C:EC:EB:1F:FD:83_-68,7C:66:9D:7B:2B:9F_-71,,,,,,,,,,
3338,6C:EC:EB:1F:F6:65_-62,,,,,,,,,,,
3339,6C:EC:EB:1F:F6:15_-88,7C:66:9D:7B:29:FB_-83,7C:66:9D:7B:2B:90_-84,6C:EC:EB:1F:F6:24_-71,7C:66:9D:7B:29:FB_-83,,,,,,,
3340,BC:6A:29:BE:31:57_-59,BC:6A:29:BE:31:57_-58,,,,,,,,,,
3341,6C:EC:EB:1F:F6:24_-73,,,,,,,,,,,
3342,7C:66:9D:7B:29:FB_-75,BC:6A:29:BE:31:57_-69,7C:66:9D:7B:2D:4A_-69,BC:6A:29:BE:2F:76_-82,7C:66:9D:7B:29:FB_-75,BC:6A:29:BE:2F:76_-82,,,,,,
3343,6C:EC:EB:1F:F6:76_-61,,,,,,,,,,,
3344,7C:66:9D:7B:29:FB_-66,7C:66:9D:7B:29:FA_-77,6C:EC:EB:1F:F6:55_-74,6C:EC:EB:1F:F6:26_-77,,,,,,,,
3345,7C:66:9D:7B:2B:90_-72,,,,,,,,,,,
3346,BC:6A:29:BE:2F:76_-64,,,,,,,,,,,
3347,BC:6A:29:BE:31:57_-77,7C:66:9D:7B:29:FA_-62,BC:6A:29:BE:2F:76_-80,,,,,,,,,
3348,6C:EC:EB:1F:F4:46_-83,6C:EC:EB:1F:F6:24_-66,6C:EC:EB:1F:F6:15_-91,6C:EC:EB:1F:F6:26_-82,6C:EC:EB:1F:FD:83_-66,,,,,,,
3349,,,,,,,,,,,,
3350,,,,,,,,,,,,
3351,BC:6A:29:BE:2F:76_-77,7C:66:9D:7B:29:FA_-63,,,,,,,,,,
3352,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:F4:74_-66,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:F6:76_-87,,,,,,,,
3353,6C:EC:EB:1F:F6:65_-77,,,,,,,,,,,
3354,6C:EC:EB:1F:F6:76_-91,7C:66:9D:7B:29:FA_-82,,,,,,,,,,
3355,6C:EC:EB:1F:F4:74_-60,,,,,,,,,,,
3356,BC:6A:29:BE:31:57_-75,7C:66:9D:7B:2B:90_-71,7C:66:9D:7B:2B:90_-70,BC:6A:29:BE:2F:76_-71,7C:66:9D:7B:29:FA_-73,BC:6A:29:BE:2F:76_-69,,,,,,
3357,6C:EC:EB:1F:FD:83_-78,6C:EC:EB:1F:F6:76_-86,BC:6A:29:BE:2F:23_-76,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F6:65_-81,,,,,,,
3358,6C:EC:EB:1F:F6:24_-87,BC:6A:29:BE:2F:23_-88,6C:EC:EB:1F:F6:65_-90,BC:6A:29:BE:2F:23_-86,BC:6A:29:BE:2F:23_-87,,,,,,,
3359,7C:66:9D:7B:29:FB_-87,6C:EC:EB:1F:F6:76_-77,6C:EC:EB:1F:F6:26_-77,6C:EC:EB:1F:F6:26_-77,6C:EC:EB:1F:F6:65_-80,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-71,,,,,
3360,7C:66:9D:7B:2B:9F_-71,6C:EC:EB:1F:F6:24_-77,6C:EC:EB:1F:F6:26_-74,6C:EC:EB:1F:F6:65_-52,,,,,,,,
3361,7C:66:9D:7B:2D:4A_-71,,,,,,,,,,,
3362,6C:EC:EB:1F:F4:46_-84,6C:EC:EB:1F:F4:74_-94,6C:EC:EB:1F:FD:83_-65,6C:EC:EB:1F:F6:26_-75,,,,,,,,
3363,7C:66:9D:7B:29:FA_-77,6C:EC:EB:1F:FB:C7_-95,6C:EC:EB:1F:FB:C7_-96,BC:6A:29:BE:2F:23_-81,,,,,,,,
3364,BC:6A:29:BE:2F:23_-82,6C:EC:EB:1F:F6:65_-81,6C:EC:EB:1F:FD:83_-88,,,,,,,,,
3365,,,,,,,,,,,,
3366,BC:6A:29:BE:2F:23_-90,BC:6A:29:BE:31:57_-58,,,,,,,,,,
3367,BC:6A:29:BE:2F:23_-72,6C:EC:EB:1F:FD:83_-74,7C:66:9D:7B:2B:9F_-76,,,,,,,,,
3368,BC:6A:29:BE:31:57_-69,BC:6A:29:BE:2F:76_-69,7C:66:9D:7B:2B:90_-81,,,,,,,,,
3369,6C:EC:EB:1F:F6:24_-84,6C:EC:EB:1F:F6:65_-58,6C:EC:EB:1F:F4:74_-81,6C:EC:EB:1F:F6:26_-82,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F6:65_-58,BC:6A:29:BE:2F:23_-76,6C:EC:EB:1F:F4:74_-81,,,,
3370,BC:6A:29:BE:2F:23_-81,BC:6A:29:BE:2F:23_-86,6C:EC:EB:1F:F6:76_-91,7C:66:9D:7B:29:FB_-77,6C:EC:EB:1F:F4:46_-83,6C:EC:EB:1F:F6:55_-91,,,,,,
3371,7C:66:9D:7B:2D:4A_-96,BC:6A:29:BE:31:57_-64,7C:66:9D:7B:29:FB_-79,BC:6A:29:BE:2F:76_-80,7C:66:9D:7B:2D:4A_-96,,,,,,,
3372,6C:EC:EB:1F:F6:26_-77,6C:EC:EB:1F:F6:76_-71,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F4:74_-79,,,,,,,
3373,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,,,,,,,,,,
3374,6C:EC:EB:1F:F4:46_-78,6C:EC:EB:1F:F6:26_-83,6C:EC:EB:1F:F6:24_-88,,,,,,,,,
3375,6C:EC:EB:1F:FD:9B_-92,6C:EC:EB:1F:F6:55_-87,6C:EC:EB:1F:F4:74_-86,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:F6:24_-69,6C:EC:EB:1F:F4:46_-81,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:29:FB_-71,,,,
3376,6C:EC:EB:1F:F6:26_-69,6C:EC:EB:1F:F4:74_-79,7C:66:9D:7B:2B:90_-80,6C:EC:EB:1F:F4:46_-79,6C:EC:EB:1F:F6:24_-70,,,,,,,
3377,6C:EC:EB:1F:F6:76_-77,6C:EC:EB:1F:F4:74_-92,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F4:46_-77,7C:66:9D:7B:2B:90_-93,BC:6A:29:BE:2F:23_-74,7C:66:9D:7B:2B:9F_-77,,,,,
3378,7C:66:9D:7B:29:FB_-76,7C:66:9D:7B:29:FB_-76,7C:66:9D:7B:2B:9F_-88,6C:EC:EB:1F:F6:15_-92,6C:EC:EB:1F:F4:46_-87,,,,,,,
3379,6C:EC:EB:1F:F4:46_-69,6C:EC:EB:1F:F4:46_-69,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:F4:46_-69,,,,,,,,
3380,6C:EC:EB:1F:F6:65_-89,6C:EC:EB:1F:F6:76_-79,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F4:46_-68,,,,,,,,
3381,7C:66:9D:7B:29:FB_-77,6C:EC:EB:1F:F6:26_-87,,,,,,,,,,
3382,6C:EC:EB:1F:FD:9B_-91,6C:EC:EB:1F:F6:24_-78,7C:66:9D:7B:29:FB_-70,7C:66:9D:7B:2B:90_-90,7C:66:9D:7B:2B:90_-90,,,,,,,
3383,7C:66:9D:7B:2B:90_-81,6C:EC:EB:1F:F6:65_-58,6C:EC:EB:1F:F4:46_-86,6C:EC:EB:1F:F6:26_-84,6C:EC:EB:1F:FD:83_-76,6C:EC:EB:1F:F4:74_-84,6C:EC:EB:1F:F4:46_-86,7C:66:9D:7B:29:FB_-89,6C:EC:EB:1F:F6:65_-58,,,
3384,7C:66:9D:7B:29:FB_-74,BC:6A:29:BE:31:57_-63,6C:EC:EB:1F:FD:9B_-96,7C:66:9D:7B:29:FB_-74,,,,,,,,
3385,BC:6A:29:BE:31:57_-67,7C:66:9D:7B:29:FB_-75,BC:6A:29:BE:31:57_-68,7C:66:9D:7B:2B:90_-77,,,,,,,,
3386,BC:6A:29:BE:2F:76_-90,BC:6A:29:BE:31:57_-57,7C:66:9D:7B:29:FA_-83,BC:6A:29:BE:2F:23_-89,7C:66:9D:7B:29:FA_-83,6C:EC:EB:1F:F6:65_-86,,,,,,
3387,7C:66:9D:7B:2B:9F_-76,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F6:26_-75,6C:EC:EB:1F:F4:46_-72,7C:66:9D:7B:2B:9F_-75,6C:EC:EB:1F:F6:65_-65,6C:EC:EB:1F:F6:24_-71,,,,
3388,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,6C:EC:EB:1F:F6:65_-95,,,,,,,,,
3389,6C:EC:EB:1F:F4:46_-81,6C:EC:EB:1F:F6:76_-72,BC:6A:29:BE:2F:23_-76,6C:EC:EB:1F:F6:26_-87,6C:EC:EB:1F:F4:74_-80,6C:EC:EB:1F:F4:74_-80,,,,,,
3390,BC:6A:29:BE:2F:23_-72,,,,,,,,,,,
3391,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F6:65_-55,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F6:24_-76,,,,,,,,
3392,7C:66:9D:7B:29:FA_-88,7C:66:9D:7B:29:FB_-71,6C:EC:EB:1F:F4:4F_-93,6C:EC:EB:1F:FD:9B_-89,,,,,,,,
3393,6C:EC:EB:1F:F6:76_-80,BC:6A:29:BE:2F:23_-85,6C:EC:EB:1F:FD:83_-78,6C:EC:EB:1F:F6:26_-94,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F6:26_-91,,,,,,
3394,6C:EC:EB:1F:F6:65_-78,,,,,,,,,,,
3395,7C:66:9D:7B:29:FA_-79,BC:6A:29:BE:2F:76_-71,7C:66:9D:7B:2D:4A_-72,,,,,,,,,
3396,6C:EC:EB:1F:F6:65_-83,7C:66:9D:7B:2B:9F_-84,,,,,,,,,,
3397,BC:6A:29:BE:31:57_-68,BC:6A:29:BE:31:57_-68,,,,,,,,,,
3398,,,,,,,,,,,,
3399,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:2D:4A_-94,7C:66:9D:7B:2B:90_-76,6C:EC:EB:1F:F6:55_-95,,,,,,,,
3400,,,,,,,,,,,,
3401,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:F6:24_-86,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:74_-82,,,,,,,,
3402,BC:6A:29:BE:31:57_-72,BC:6A:29:BE:2F:76_-91,6C:EC:EB:1F:FD:83_-75,7C:66:9D:7B:29:FA_-86,6C:EC:EB:1F:F6:24_-77,,,,,,,
3403,6C:EC:EB:1F:F6:65_-83,BC:6A:29:BE:2F:23_-84,6C:EC:EB:1F:F6:76_-84,BC:6A:29:BE:2F:23_-84,,,,,,,,
3404,6C:EC:EB:1F:F6:55_-79,6C:EC:EB:1F:FD:83_-84,6C:EC:EB:1F:FD:9B_-91,7C:66:9D:7B:29:FB_-63,,,,,,,,
3405,6C:EC:EB:1F:F6:65_-80,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:F4:46_-77,6C:EC:EB:1F:FD:83_-70,,,,,,,,
3406,6C:EC:EB:1F:F6:26_-77,6C:EC:EB:1F:F6:76_-72,,,,,,,,,,
3407,,,,,,,,,,,,
3408,6C:EC:EB:1F:FD:83_-68,7C:66:9D:7B:2B:9F_-79,6C:EC:EB:1F:FD:83_-68,6C:EC:EB:1F:F6:65_-60,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:FD:83_-69,,,,,,
3409,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F6:26_-75,,,,,,,,,,
3410,,,,,,,,,,,,
3411,6C:EC:EB:1F:FD:9B_-80,6C:EC:EB:1F:FB:C7_-90,7C:66:9D:7B:29:FA_-82,6C:EC:EB:1F:FD:9B_-78,,,,,,,,
3412,BC:6A:29:BE:2F:23_-80,,,,,,,,,,,
3413,6C:EC:EB:1F:F6:2D_-87,7C:66:9D:7B:29:FA_-78,6C:EC:EB:1F:F4:74_-94,6C:EC:EB:1F:F6:15_-80,7C:66:9D:7B:2B:90_-70,7C:66:9D:7B:29:FA_-76,BC:6A:29:BE:31:57_-69,7C:66:9D:7B:29:FA_-77,6C:EC:EB:1F:F6:2D_-86,6C:EC:EB:1F:F6:26_-81,,
3414,7C:66:9D:7B:2D:4A_-87,7C:66:9D:7B:2D:4A_-87,,,,,,,,,,
3415,7C:66:9D:7B:29:FA_-64,,,,,,,,,,,
3416,BC:6A:29:BE:31:57_-76,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:31:57_-76,,,,,,,,
3417,6C:EC:EB:1F:F4:46_-84,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F6:65_-57,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F4:46_-84,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F6:65_-58,,,,,
3418,BC:6A:29:BE:2F:23_-79,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:F6:26_-88,6C:EC:EB:1F:F6:65_-80,,,,,,,,
3419,6C:EC:EB:1F:F6:76_-85,7C:66:9D:7B:2B:9F_-86,6C:EC:EB:1F:F4:74_-57,7C:66:9D:7B:2B:90_-93,,,,,,,,
3420,BC:6A:29:BE:2F:23_-69,7C:66:9D:7B:29:FB_-67,6C:EC:EB:1F:F6:76_-84,7C:66:9D:7B:29:FB_-67,,,,,,,,
3421,6C:EC:EB:1F:F6:65_-85,7C:66:9D:7B:29:FB_-80,,,,,,,,,,
3422,6C:EC:EB:1F:F6:65_-73,BC:6A:29:BE:2F:23_-79,,,,,,,,,,
3423,BC:6A:29:BE:2F:23_-79,6C:EC:EB:1F:F6:65_-76,6C:EC:EB:1F:F6:26_-79,6C:EC:EB:1F:F6:65_-76,,,,,,,,
3424,BC:6A:29:BE:31:57_-65,7C:66:9D:7B:29:FB_-86,,,,,,,,,,
3425,6C:EC:EB:1F:F6:65_-84,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:F6:65_-85,,,,,,,,,
3426,BC:6A:29:BE:2F:23_-84,6C:EC:EB:1F:F6:24_-79,6C:EC:EB:1F:F4:74_-71,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F4:74_-72,,,,,,,
3427,6C:EC:EB:1F:F6:24_-81,6C:EC:EB:1F:FD:83_-71,,,,,,,,,,
3428,,,,,,,,,,,,
3429,6C:EC:EB:1F:F6:55_-72,7C:66:9D:7B:2B:90_-63,BC:6A:29:BE:2F:23_-88,6C:EC:EB:1F:FD:83_-89,6C:EC:EB:1F:F6:24_-82,,,,,,,
3430,6C:EC:EB:1F:F6:15_-83,6C:EC:EB:1F:F6:24_-66,6C:EC:EB:1F:F6:26_-71,,,,,,,,,
3431,6C:EC:EB:1F:F4:46_-89,BC:6A:29:BE:2F:23_-81,6C:EC:EB:1F:FD:83_-78,7C:66:9D:7B:29:FB_-84,,,,,,,,
3432,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:F6:15_-89,6C:EC:EB:1F:F4:74_-91,,,,,,,,,
3433,7C:66:9D:7B:29:FB_-75,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:F6:26_-71,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F4:74_-76,6C:EC:EB:1F:F6:15_-93,,,,,,
3434,7C:66:9D:7B:29:FB_-67,7C:66:9D:7B:29:FA_-76,6C:EC:EB:1F:F6:55_-73,7C:66:9D:7B:29:FB_-66,,,,,,,,
3435,6C:EC:EB:1F:F6:26_-94,,,,,,,,,,,
3436,6C:EC:EB:1F:F4:74_-76,6C:EC:EB:1F:F6:65_-76,6C:EC:EB:1F:F4:74_-77,6C:EC:EB:1F:F4:46_-72,6C:EC:EB:1F:F6:26_-76,6C:EC:EB:1F:F4:74_-77,6C:EC:EB:1F:F6:26_-77,7C:66:9D:7B:2B:9F_-69,6C:EC:EB:1F:FD:83_-72,,,
3437,6C:EC:EB:1F:F6:76_-82,6C:EC:EB:1F:FD:83_-76,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:74_-91,6C:EC:EB:1F:F6:24_-88,,,,,,,
3438,BC:6A:29:BE:2F:23_-78,6C:EC:EB:1F:F6:76_-77,6C:EC:EB:1F:F6:76_-77,6C:EC:EB:1F:F6:26_-82,,,,,,,,
3439,7C:66:9D:7B:29:FB_-74,7C:66:9D:7B:29:FA_-73,7C:66:9D:7B:29:FA_-74,6C:EC:EB:1F:FD:83_-90,,,,,,,,
3440,BC:6A:29:BE:2F:23_-84,7C:66:9D:7B:2B:9F_-88,BC:6A:29:BE:2F:23_-84,6C:EC:EB:1F:F4:74_-72,,,,,,,,
3441,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,,,,,,,,,,
3442,6C:EC:EB:1F:F6:65_-78,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:F4:74_-81,7C:66:9D:7B:2B:9F_-71,,,,,,,,
3443,6C:EC:EB:1F:F4:74_-69,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:FD:83_-77,,,,,,,,,
3444,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F4:46_-86,7C:66:9D:7B:2B:9F_-73,6C:EC:EB:1F:F6:24_-86,6C:EC:EB:1F:F4:74_-57,7C:66:9D:7B:2B:9F_-74,6C:EC:EB:1F:F4:46_-76,,,,,
3445,6C:EC:EB:1F:F6:26_-93,7C:66:9D:7B:2B:90_-72,7C:66:9D:7B:2B:90_-73,7C:66:9D:7B:29:FA_-76,BC:6A:29:BE:2F:76_-95,6C:EC:EB:1F:F6:26_-93,,,,,,
3446,7C:66:9D:7B:29:FA_-64,BC:6A:29:BE:2F:76_-56,,,,,,,,,,
